Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,WL_BIN
1610612763,22400440,2024-12-29,MEM @ OKC,L,22,11,0.67,240,37,97,0.38,14,51,0.28,18,21,0.86,16,35,51,30,6,4,21,15,106,0
1610612763,22400423,2024-12-27,MEM @ NOP,W,22,10,0.69,240,42,89,0.47,17,41,0.42,31,35,0.89,9,33,42,30,12,7,16,19,132,1
1610612763,22400414,2024-12-26,MEM vs. TOR,W,21,10,0.68,240,58,109,0.53,18,45,0.4,21,29,0.72,24,39,63,36,8,8,17,18,155,1
1610612763,22400399,2024-12-23,MEM vs. LAC,L,20,10,0.67,240,38,99,0.38,16,42,0.38,18,26,0.69,19,37,56,26,8,6,20,18,110,0
1610612763,22400378,2024-12-21,MEM @ ATL,W,20,9,0.69,240,50,97,0.52,18,41,0.44,10,13,0.77,8,32,40,35,13,1,18,22,128,1
1610612763,22400366,2024-12-19,MEM vs. GSW,W,19,9,0.68,240,53,98,0.54,27,48,0.56,11,15,0.73,15,45,60,38,11,8,16,19,144,1
1610612763,22401220,2024-12-15,MEM @ LAL,L,18,9,0.67,240,38,97,0.39,9,28,0.32,25,30,0.83,17,33,50,25,10,3,20,31,110,0
1610612763,22401211,2024-12-13,MEM vs. BKN,W,18,8,0.69,240,52,99,0.52,17,36,0.47,14,21,0.67,12,37,49,33,9,4,13,19,135,1
1610612763,22400353,2024-12-08,MEM @ WAS,W,17,8,0.68,240,50,96,0.52,17,43,0.4,23,29,0.79,12,34,46,34,12,8,16,20,140,1
1610612763,22400345,2024-12-07,MEM @ BOS,W,16,8,0.67,240,47,94,0.5,15,33,0.46,18,23,0.78,11,41,52,25,13,7,13,25,127,1
1610612763,22400329,2024-12-05,MEM vs. SAC,W,15,8,0.65,240,38,80,0.48,13,38,0.34,26,32,0.81,9,40,49,27,9,5,22,21,115,1
1610612763,22400056,2024-12-03,MEM @ DAL,L,14,8,0.64,240,45,97,0.46,13,40,0.32,13,14,0.93,13,26,39,27,15,3,19,29,116,0
1610612763,22400306,2024-12-01,MEM vs. IND,W,14,7,0.67,240,49,93,0.53,16,46,0.35,22,27,0.82,8,32,40,36,9,6,10,22,136,1
1610612763,22400042,2024-11-29,MEM vs. NOP,W,13,7,0.65,240,47,96,0.49,12,41,0.29,14,17,0.82,14,37,51,36,9,5,15,22,120,1
1610612763,22400293,2024-11-27,MEM vs. DET,W,12,7,0.63,240,51,93,0.55,17,46,0.37,12,16,0.75,10,32,42,31,13,4,16,21,131,1
1610612763,22400282,2024-11-25,MEM vs. POR,W,11,7,0.61,240,43,87,0.49,12,28,0.43,25,34,0.74,16,44,60,35,7,13,18,20,123,1
1610612763,22400266,2024-11-23,MEM @ CHI,W,10,7,0.59,240,55,96,0.57,19,42,0.45,13,20,0.65,13,36,49,38,5,4,11,18,142,1
1610612763,22400255,2024-11-20,MEM vs. PHI,W,9,7,0.56,240,41,85,0.48,19,43,0.44,16,16,1.0,9,32,41,29,5,6,19,17,117,1
1610612763,22400023,2024-11-19,MEM vs. DEN,L,8,7,0.53,240,41,103,0.4,9,38,0.24,19,31,0.61,19,36,55,24,9,10,22,24,110,0
1610612763,22400238,2024-11-17,MEM vs. DEN,W,8,6,0.57,240,41,91,0.45,13,39,0.33,10,12,0.83,10,35,45,31,10,10,12,15,105,1
1610612763,22400019,2024-11-15,MEM @ GSW,L,7,6,0.54,240,42,103,0.41,7,42,0.17,27,33,0.82,18,36,54,22,8,11,15,21,118,0
1610612763,22400225,2024-11-13,MEM @ LAL,L,7,5,0.58,240,42,89,0.47,12,33,0.36,27,33,0.82,12,29,41,28,11,6,13,25,123,0
1610612763,22400210,2024-11-10,MEM @ POR,W,7,4,0.64,240,47,85,0.55,16,43,0.37,24,28,0.86,10,41,51,32,15,13,20,17,134,1
1610612763,22400191,2024-11-08,MEM vs. WAS,W,6,4,0.6,240,46,97,0.47,14,43,0.33,22,25,0.88,13,37,50,30,10,10,17,19,128,1
1610612763,22400174,2024-11-06,MEM vs. LAL,W,5,4,0.56,240,48,93,0.52,17,34,0.5,18,23,0.78,12,38,50,28,5,6,18,17,131,1
1610612763,22400158,2024-11-04,MEM @ BKN,L,4,4,0.5,240,43,91,0.47,8,30,0.27,10,13,0.77,13,31,44,29,5,8,14,16,104,0
1610612763,22400142,2024-11-02,MEM @ PHI,W,4,3,0.57,240,48,87,0.55,12,27,0.44,16,21,0.76,11,41,52,35,9,6,16,22,124,1
1610612763,22400128,2024-10-31,MEM vs. MIL,W,3,3,0.5,240,43,82,0.52,8,28,0.29,28,31,0.9,7,49,56,26,6,3,16,21,122,1
1610612763,22400124,2024-10-30,MEM vs. BKN,L,2,3,0.4,240,38,81,0.47,8,27,0.3,22,29,0.76,12,26,38,27,9,3,22,21,106,0
1610612763,22400108,2024-10-28,MEM vs. CHI,L,2,2,0.5,240,51,111,0.46,14,43,0.33,7,13,0.54,18,42,60,37,5,9,10,21,123,0
1610612763,22400092,2024-10-26,MEM vs. ORL,W,2,1,0.67,240,46,86,0.54,13,34,0.38,19,24,0.79,6,36,42,38,10,5,18,24,124,1
1610612763,22400082,2024-10-25,MEM @ HOU,L,1,1,0.5,240,38,91,0.42,10,28,0.36,22,36,0.61,14,29,43,24,8,8,17,25,108,0
1610612763,22400070,2024-10-23,MEM @ UTA,W,1,0,1.0,240,43,91,0.47,17,45,0.38,23,32,0.72,13,28,41,28,7,5,12,35,126,1
